country,name,Bronze,Silver,Gold
Italy,Ennio Mattarelli,0,0,1
Italy,Enrico Brusoni,0,0,1
Italy,Enrico Poggi,0,0,1
Italy,Enrico Porro,0,0,1
Italy,Enzo Sacchi,0,0,1
Italy,Eraldo Pizzo,0,0,1
Italy,Ercole Baldini,0,0,1
Italy,Erika Lechner,0,0,1
Italy,Ernesto Formenti,0,0,1
Italy,Eros Poli,0,0,1
Italy,Eseosa Desalu,0,0,1
Italy,Ettore Bellotto,0,0,1
Italy,Ezio Roselli,0,0,1
Italy,Fabio Casartelli,0,0,1
Italy,Federica Cesarini,0,0,1
Italy,Ferdinando Gandolfi,0,0,1
Italy,Ferdinando Terruzzi,0,0,1
Italy,Fernando Atzori,0,0,1
Italy,Fernando Bonatti,0,0,1
Italy,Filippo Bottino,0,0,1
Italy,Filippo Ganna,0,0,1
Italy,Francesca Bortolozzi-Borella,0,0,1
Italy,Francesca Conti,0,0,1
Italy,Francesco Gabriotti,0,0,1
Italy,Francesco Gargano,0,0,1
Italy,Francesco Lamon,0,0,1
Italy,Francesco Musso,0,0,1
Italy,Francesco Zucchetti,0,0,1
Italy,Franco De Piccoli,0,0,1
Italy,Franco Faggi,0,0,1
Italy,Franco Gandini,0,0,1
Italy,Franco Giorgetti,0,0,1
Italy,Franco Lavoratori,0,0,1
Italy,Franco Nones,0,0,1
Italy,Franco Porzio,0,0,1
Italy,Franco Tognini,0,0,1
Italy,G. Tarantino,0,0,1
Italy,Gabriele Rossetti,0,0,1
Italy,Gabriella Dorio,0,0,1
Italy,Gelindo Bordin,0,0,1
Italy,Giacomo Conti,0,0,1
Italy,Giacomo Fornoni,0,0,1
Italy,Giacomo Gaioni,0,0,1
Italy,Giancarlo Brusati,0,0,1
Italy,Giancarlo Guerrini,0,0,1
Italy,Gianfranco Pandolfini,0,0,1
Italy,Gianmarco Tamberi,0,0,1
Italy,Gianni Lonzi,0,0,1
Italy,Giorgio Anglesio,0,0,1
Italy,Giorgio Avola,0,0,1
Italy,Giorgio Chiavacci,0,0,1
Italy,Giorgio Santelli,0,0,1
Italy,Giovanni Battista Tanio,0,0,1
Italy,Giovanni Battista Tubino,0,0,1
Italy,Giovanni Delise,0,0,1
Italy,Giovanni Invernizzi,0,0,1
Italy,Giovanni Leone Reggio,0,0,1
Italy,Giovanni Lombardi,0,0,1
Italy,Giovanni Mangiante,0,0,1
Italy,Giovanni Parisi,0,0,1
Italy,Giulia Quintavalle,0,0,1
Italy,Giuliano Razzoli,0,0,1
Italy,Giulio Cappelli,0,0,1
Italy,Giuseppe Baldo,0,0,1
Italy,Giuseppe Beghetto,0,0,1
Italy,Giuseppe D'Altrui,0,0,1
Italy,Giuseppe Maddaloni,0,0,1
Italy,Giuseppe Moioli,0,0,1
Italy,Giuseppe Olmo,0,0,1
Italy,Giuseppe Poli,0,0,1
Italy,Giuseppe Porzio,0,0,1
Italy,Giuseppe Ravano,0,0,1
Italy,Giuseppe Russo,0,0,1
Italy,Giuseppe Tonani,0,0,1
Italy,Giusi Malato,0,0,1
Italy,Guido Balzarini,0,0,1
Italy,Guido Boni,0,0,1
Italy,Guido De Felip,0,0,1
Italy,Guido Messina,0,0,1
Italy,Guido Romano,0,0,1
Italy,Hugo Herrnhof,0,0,1
Italy,Igor Cassina,0,0,1
Italy,Ippolito Sanfratello,0,0,1
Italy,Ivano Brugnetti,0,0,1
Italy,Jessica Rossi,0,0,1
Italy,Jonathan Milan,0,0,1
Italy,Josef Polig,0,0,1
Italy,Josefa Idem-Guerrini,0,0,1
Italy,Kurt Brugger,0,0,1
Italy,Lamberto Dalla Costa,0,0,1
Italy,Libero Marchini,0,0,1
Italy,Livio Berruti,0,0,1
Italy,Lorenzo Patta,0,0,1
Italy,Loris Campana,0,0,1
Italy,Luciano Savorini,0,0,1
Italy,Luigi Arienti,0,0,1
Italy,Luigi Busà,0,0,1
Italy,Luigi Contessi,0,0,1
Italy,Luigi Costigliolo,0,0,1
Italy,Luigi De Manincor,0,0,1
Italy,Luigi Mannelli,0,0,1
Italy,Luigi Mino Poggi,0,0,1
Italy,Luigi Scarabello,0,0,1
Italy,Luigi Tasselli,0,0,1
Italy,Maddalena Musumeci,0,0,1
Italy,Manlio Pastorini,0,0,1
Italy,Marcello Bartalini,0,0,1
Italy,Marco Cimatti,0,0,1
Italy,Marco D'Altrui,0,0,1
Italy,Marco Giovannetti,0,0,1
Italy,Marino Vigna,0,0,1
Italy,Mario Armano,0,0,1
Italy,Mario Fiorillo,0,0,1
Italy,Mario Ghella,0,0,1
Italy,Mario Lusiani,0,0,1
Italy,Mario Majoni,0,0,1
Italy,Mario Vallotto,0,0,1
Italy,Mario Zanin,0,0,1
Italy,Martina Miceli,0,0,1
Italy,Martina Trabucchi,0,0,1
Italy,Massimiliano Ferretti,0,0,1
Italy,Massimo Stano,0,0,1
Italy,Matteo Anesi,0,0,1
Italy,Maurizio Stecca,0,0,1
Italy,Melania Grego,0,0,1
Italy,Michele Mastromarino,0,0,1
Italy,Mino De Rossi,0,0,1
Italy,Nicolò Betemps,0,0,1
Italy,Nicolò Vittori,0,0,1
Italy,Nino Benvenuti,0,0,1
Italy,Nino Bibbia,0,0,1
Italy,Nino Borsari,0,0,1
Italy,Norberto Oberburger,0,0,1
Italy,Noémi Tóth,0,0,1
Italy,Ondina Valla,0,0,1
Italy,Orazio Fagone,0,0,1
Italy,Oreste Capuzzo,0,0,1
Italy,Ottavio Cogliati,0,0,1
Italy,P. Toio,0,0,1
Italy,Paola Magoni,0,0,1
Italy,Paolo Angioni,0,0,1
Italy,Paolo Bettini,0,0,1
Italy,Paolo Caldarella,0,0,1
Italy,Paolo Milanoli,0,0,1
Italy,Paolo Pedretti,0,0,1
Italy,"Paolo, Conte Thaon Di Revel",0,0,1
Italy,Pasquale Buonocore,0,0,1
Italy,Patrizio Oliva,0,0,1
Italy,Piero Gros,0,0,1
Italy,Piero Poli,0,0,1
Italy,Piero Toscani,0,0,1
Italy,Pierpaolo Cristofori,0,0,1
Italy,Pietro Lombardi,0,0,1
Italy,Pietro Rava,0,0,1
Italy,Pino Dordoni,0,0,1
Italy,Primo Baran,0,0,1
Italy,Primo Magnani,0,0,1
Italy,R. Taormina,0,0,1
Italy,Renato Perona,0,0,1
Italy,Renato Petronio,0,0,1
Italy,Renzo Morigi,0,0,1
Italy,Renzo Sambo,0,0,1
Italy,Riccardo Zardinoni,0,0,1
Italy,Roberto Battaglia,0,0,1
Italy,Roberto Zandonella,0,0,1
Italy,Rocco Baldini,0,0,1
Italy,Romualdo Ghiglione,0,0,1
Italy,Rosario Parmegiani,0,0,1
Italy,Ruggero Ferrario,0,0,1
Italy,Ruggero Tita,0,0,1
Italy,Sandro Campagna,0,0,1
Italy,Sergio Bertoni,0,0,1
Italy,Silvia Bosurgi,0,0,1
Italy,Simone Consonni,0,0,1
Italy,Simone Vanni,0,0,1
Italy,Stefano Baldini,0,0,1
Italy,Stefano Donagrandi,0,0,1
Italy,Tullio Bozza,0,0,1
Italy,Tullio Pandolfini,0,0,1
Italy,Ugo Locatelli,0,0,1
Italy,Ulderico Sergo,0,0,1
Italy,Umberto Zanolini,0,0,1
Italy,Valentina Rodini,0,0,1
Italy,Valerio Aspromonte,0,0,1
Italy,Valerio Perentin,0,0,1
Italy,Virginio Pizzali,0,0,1
Italy,Vito Dell'Aquila,0,0,1
Italy,Vittorio Lucarelli,0,0,1
Italy,Vittorio Tamagnini,0,0,1
Italy,Walter Plaikner,0,0,1
Italy,Wilfried Huber,0,0,1
Italy,Zeno Colò,0,0,1
Italy,Renzo Nostini,0,4,0
Italy,Vincenzo Pinton,0,4,0
Italy,Giovanni Pellielo,1,3,0
Italy,Giorgio Pellini,0,3,0
Italy,Piero D'Inzeo,4,2,0
Italy,Franco Cagnotto,2,2,0
Italy,Samuele Papi,2,2,0
Italy,Wladimiro Calarese,2,2,0
Italy,Andrea Giani,1,2,0
Italy,Andrea Sartoretti,1,2,0
Italy,Josefa Idem,1,2,0
Italy,Luigi Samele,1,2,0
Italy,Martina Valcepina,1,2,0
Italy,Paolo Tofoli,1,2,0
Italy,Pierluigi Chicca,1,2,0
Italy,Renato Bosatta,1,2,0
Italy,Cesare Milani,0,2,0
Italy,Clemente Russo,0,2,0
Italy,Dino Barsotti,0,2,0
Italy,Emilio Salafia,0,2,0
Italy,Enrico Garzelli,0,2,0
Italy,Fabio Maj,0,2,0
Italy,Federico Pellegrino,0,2,0
Italy,Fiona May,0,2,0
Italy,Gastone Darè,0,2,0
Italy,Giuseppe Galante,0,2,0
Italy,Guglielmo Del Bimbo,0,2,0
Italy,Ignazio Fabra,0,2,0
Italy,Ilario Di Buò,0,2,0
Italy,Mauro Racca,0,2,0
Italy,Renzo Alverà,0,2,0
Italy,Luigi Tarantino,3,1,0
Italy,Alessandro Fei,2,1,0
Italy,Carlotta Ferlito,2,1,0
Italy,Diego Occhiuzzi,2,1,0
Italy,Ettore Caffaratti,2,1,0
Italy,Isolde Kostner,2,1,0
Italy,Luigi Mastrangelo,2,1,0
Italy,Novella Calligaris,2,1,0
Italy,Alessandro Miressi,1,1,0
Italy,Andrea Cassinelli,1,1,0
Italy,Andrea Gardini,1,1,0
Italy,Christof Innerhofer,1,1,0
Italy,Elisa Blanchi,1,1,0
Italy,Elisa Santoni,1,1,0
Italy,Emanuela Pierantozzi,1,1,0
Italy,Emanuele Birarelli,1,1,0
Italy,Francesca Lollobrigida,1,1,0
Italy,Giampaolo Calanchini,1,1,0
Italy,Giampiero Pastore,1,1,0
Italy,Gianluca Tiberti,1,1,0
Italy,Giovanni Carminucci,1,1,0
Italy,Girolamo Giovinazzo,1,1,0
Italy,Giulio Cacciandra,1,1,0
Italy,Hansjörg Raffl,1,1,0
Italy,Irma Testa,1,1,0
Italy,Ivan Zaytsev,1,1,0
Italy,Luca Agamennoni,1,1,0
Italy,Lucia Peretti,1,1,0
Italy,Luigi Roncaglia,1,1,0
Italy,Marco Bracci,1,1,0
Italy,Marco Meoni,1,1,0
Italy,Mario Ravagnan,1,1,0
Italy,Matteo Bisiani,1,1,0
Italy,Mauro Sarmiento,1,1,0
Italy,Niccolò Gitto,1,1,0
Italy,Norbert Huber,1,1,0
Italy,Odette Giuffrida,1,1,0
Italy,Omar Visintin,1,1,0
Italy,Pasquale Gravina,1,1,0
Italy,Pietro Figlioli,1,1,0
Italy,Pietro Sighel,1,1,0
Italy,Rossella Fiamingo,1,1,0
Italy,Stefano Tempesti,1,1,0
Italy,Tania Cagnotto,1,1,0
Italy,Tullio Baraglia,1,1,0
Italy,Valentino Gallo,1,1,0
Italy,Yuri Confortola,1,1,0
Italy,Adriano Frassinelli,0,1,0
Italy,Albano Pera,0,1,0
Italy,Alberto Alberani Samaritani,0,1,0
Italy,Alberto Cisolla,0,1,0
Italy,Alberto Radi,0,1,0
Italy,Aldo Aureggi,0,1,0
Italy,Aldo Dezi,0,1,0
Italy,Aldo Masciotta,0,1,0
Italy,Aldo Tarlao,0,1,0
Italy,Aleksandra Cotti,0,1,0
Italy,Alessandro Ghibellini,0,1,0
Italy,Alessandro Pirzio Biroli,0,1,0
Italy,Alessandro Valerio,0,1,0
Italy,Alessia Filippi,0,1,0
Italy,Alessia Trost,0,1,0
Italy,Alex Giorgetti,0,1,0
Italy,Alex Righetti,0,1,0
Italy,Almiro Bergamo,0,1,0
Italy,Amaurys Perez,0,1,0
Italy,Amelia Piccinini,0,1,0
Italy,Andrea Peron,0,1,0
Italy,Andrea Santarelli,0,1,0
Italy,Andrea Zorzi,0,1,0
Italy,Anna Casagrande,0,1,0
Italy,Anna Luisa Tanzini,0,1,0
Italy,Annapia Gandolfi,0,1,0
Italy,Anselmo Citterio,0,1,0
Italy,Arianna Garibotti,0,1,0
Italy,Arianna Valcepina,0,1,0
Italy,Armando Latini,0,1,0
Italy,Arnaldo Benfenati,0,1,0
Italy,Arturo De Vecchi,0,1,0
Italy,Athos Tanzini,0,1,0
Italy,Attilio Calatroni,0,1,0
Italy,Bianca Ambrosetti,0,1,0
Italy,Bianco Bianchi,0,1,0
Italy,Bruno Monti,0,1,0
Italy,Bruno Parovel,0,1,0
Italy,Bruno Vattovaz,0,1,0
Italy,Carla Marangoni,0,1,0
Italy,Carlo Gandini,0,1,0
Italy,Carlo Montano,0,1,0
Italy,Carlo Mornati,0,1,0
Italy,Carlo Rancati,0,1,0
Italy,Carlo Turcato,0,1,0
Italy,Carlotta Regine,0,1,0
Italy,Carmelo Bossi,0,1,0
Italy,Carolina Tronconi,0,1,0
Italy,Cecilia Maffei,0,1,0
Italy,Cencio Mantovani,0,1,0
Italy,Cesare Liverziani,0,1,0
Italy,Chiara Tabani,0,1,0
Italy,Claudia Giordani,0,1,0
Italy,Corrado Dal Fabbro,0,1,0
Italy,Damiano Pippi,0,1,0
Italy,Daniela Masseroni,0,1,0
Italy,Daniele Lupo,0,1,0
Italy,Danijel Premuš,0,1,0
Italy,Dante Secchi,0,1,0
Italy,Deborah Gelisio,0,1,0
Italy,Deni Fiorentini,0,1,0
Italy,Denis Marconato,0,1,0
Italy,Diana Pissavini,0,1,0
Italy,Dino Bruni,0,1,0
Italy,Dino Meneghin,0,1,0
Italy,Edera Cordiale-Gentile,0,1,0
Italy,Edith Gufler,0,1,0
Italy,Elia Luini,0,1,0
Italy,Elio Ragni,0,1,0
Italy,Elisa Queirolo,0,1,0
Italy,Elisa Uga,0,1,0
Italy,Elisabetta Perrone,0,1,0
Italy,Emilio Cesarana,0,1,0
Italy,Emilio Lunghi,0,1,0
Italy,Emilio Trivini,0,1,0
Italy,Enrico Berrè,0,1,0
Italy,Enrico Garozzo,0,1,0
Italy,Enrico Gilardi,0,1,0
Italy,Enzo Bartolini,0,1,0
Italy,Enzo D'Angelo,0,1,0
Italy,Erminio Dones,0,1,0
Italy,Fabio Carta,0,1,0
Italy,Fabrizia D'Ottavio,0,1,0
Italy,Fabrizio Della Fiori,0,1,0
Italy,Federica Radicchi,0,1,0
Italy,Ferruccio Manza,0,1,0
Italy,Filippo Lanza,0,1,0
Italy,Flavio Anastasia,0,1,0
Italy,Francesca Dallapè,0,1,0
Italy,Francesca Pomeri,0,1,0
Italy,Francesco Civera,0,1,0
Italy,Francesco D'Aniello,0,1,0
Italy,Francesco Damiani,0,1,0
Italy,Francesco La Macchia,0,1,0
Italy,Franco De Pedrina,0,1,0
Italy,Franco Nenci,0,1,0
Italy,Garibaldi Spighi,0,1,0
Italy,Gavino Matta,0,1,0
Italy,Germana Malabarba,0,1,0
Italy,Giacomo Pastorino,0,1,0
Italy,Giancarlo Crosta,0,1,0
Italy,Gianfranco Contri,0,1,0
Italy,Gianfranco Martin,0,1,0
Italy,Gianfranco Paolucci,0,1,0
Italy,Gianluca Basile,0,1,0
Italy,Gianmarco Pozzecco,0,1,0
Italy,Gianni Bonichon,0,1,0
Italy,Gianni Caldana,0,1,0
Italy,Gianni De Magistris,0,1,0
Italy,Gianni Ghidini,0,1,0
Italy,Gianni Zuddas,0,1,0
Italy,Gino Rossi,0,1,0
Italy,Gino Sopracordevole,0,1,0
Italy,Giordano Turrini,0,1,0
Italy,Giorgia Bordignon,0,1,0
Italy,Giorgio Ursi,0,1,0
Italy,Giovanni Battista Breda,0,1,0
Italy,Giovanni Battista Coletti,0,1,0
Italy,Giovanni Plazzer,0,1,0
Italy,Giovanni Spinola,0,1,0
Italy,Giovanni Steffè,0,1,0
Italy,Giulia Emmolo,0,1,0
Italy,Giulia Gorlero,0,1,0
Italy,Giuliano Nostini,0,1,0
Italy,Giuseppe Martinelli,0,1,0
Italy,Giuseppe Puliè,0,1,0
Italy,Giuseppe Tosi,0,1,0
Italy,Guerrino Scher,0,1,0
Italy,Guglielmo Pesenti,0,1,0
Italy,Guido Bernardi,0,1,0
Italy,Guido Santin,0,1,0
Italy,Imelda Chiappa,0,1,0
Italy,Ines Vercesi,0,1,0
Italy,Italo Santelli,0,1,0
Italy,Jack Galanda,0,1,0
Italy,Karl Brunner,0,1,0
Italy,Laura Chiesa,0,1,0
Italy,Laura Teani,0,1,0
Italy,Laura Vernizzi,0,1,0
Italy,Lavinia Gianani,0,1,0
Italy,Leonardo Pettinari,0,1,0
Italy,Lorenzo Bernardi,0,1,0
Italy,Lorenzo Carboncini,0,1,0
Italy,Lorenzo Zazzeri,0,1,0
Italy,Luca Cantagalli,0,1,0
Italy,Luca Colombo,0,1,0
Italy,Luca Curatoli,0,1,0
Italy,Luca Devoti,0,1,0
Italy,Luca Garri,0,1,0
Italy,Luca Tesconi,0,1,0
Italy,Luca Tomasoni,0,1,0
Italy,Luca Vettori,0,1,0
Italy,Lucia Traversa,0,1,0
Italy,Luciano Dalla Bona,0,1,0
Italy,Luciano Negrini,0,1,0
Italy,Luigi Castagnola,0,1,0
Italy,Luigi Diana,0,1,0
Italy,Luigi Rovati,0,1,0
Italy,Luigina Giavotti,0,1,0
Italy,Luigina Perversi,0,1,0
Italy,Manfredi Rizza,0,1,0
Italy,Manuel Frigo,0,1,0
Italy,Marcello Del Duca,0,1,0
Italy,Marcello Nizzola,0,1,0
Italy,Marco Antonio Mandruzzato,0,1,0
Italy,Marco Bonamico,0,1,0
Italy,Marco Innocenti,0,1,0
Italy,Marco Romano,0,1,0
Italy,Marco Solfrini,0,1,0
Italy,Maria Consolata Collino,0,1,0
Italy,Marina Sciocchetti,0,1,0
Italy,Marinella Falca,0,1,0
Italy,Mario Balleri,0,1,0
Italy,Mario Checcacci,0,1,0
Italy,Mario Curletto,0,1,0
Italy,Mario Gentili,0,1,0
Italy,Mario Lanzi,0,1,0
Italy,Martina Carraro,0,1,0
Italy,Massimo Bulleri,0,1,0
Italy,Massimo Colaci,0,1,0
Italy,Massimo Fabbrizi,0,1,0
Italy,Massimo Giacoppo,0,1,0
Italy,Matej Cernic,0,1,0
Italy,Matteo Piano,0,1,0
Italy,Matteo Soragna,0,1,0
Italy,Maurizio Felugo,0,1,0
Italy,Mauro Roman,0,1,0
Italy,Michele Antonioli,0,1,0
Italy,Michele Mian,0,1,0
Italy,Mike Sylvester,0,1,0
Italy,Nevio De Zordo,0,1,0
Italy,Nicola Franceschina,0,1,0
Italy,Nicola Rodigari,0,1,0
Italy,Nicola Vizzoni,0,1,0
Italy,Nikola Radulovic,0,1,0
Italy,Oleg Antonov,0,1,0
Italy,Omero Bonoli,0,1,0
Italy,Orazio Mariani,0,1,0
Italy,Oreste Grossi,0,1,0
Italy,Osmany Juantorena,0,1,0
Italy,Ottorino Quaglierini,0,1,0
Italy,Paolo Cozzi,0,1,0
Italy,Paolo Nicolai,0,1,0
Italy,Paolo Pizzo,0,1,0
Italy,Pasquale Sottile,0,1,0
Italy,Peter Gschnitzer,0,1,0
Italy,Pieralberto Carrara,0,1,0
Italy,Pierluigi Marzorati,0,1,0
Italy,Pietro Annoni,0,1,0
Italy,Pietro Generali,0,1,0
Italy,Pietro Guerra,0,1,0
Italy,Primo Zamparini,0,1,0
Italy,Rachele Bruni,0,1,0
Italy,Renato Barbieri,0,1,0
Italy,Renato Bracci,0,1,0
Italy,Renato Mocellini,0,1,0
Italy,Renato Villalta,0,1,0
Italy,Renzo Vecchiato,0,1,0
Italy,Riccardo De Magistris,0,1,0
Italy,Riccardo Dei Rossi,0,1,0
Italy,Riccardo Divora,0,1,0
Italy,Riccardo Nowak,0,1,0
Italy,Rino Pucci,0,1,0
Italy,Rita Vittadini,0,1,0
Italy,Roberta Bianconi,0,1,0
Italy,Roberto Brunamonti,0,1,0
Italy,Roberto Chiacig,0,1,0
Italy,Roberto Vestrini,0,1,0
Italy,Rodolfo Rombaldoni,0,1,0
Italy,Roldano Simeoni,0,1,0
Italy,Romano Battisti,0,1,0
Italy,Romano Bonagura,0,1,0
Italy,Romano Garagnani,0,1,0
Italy,Romeo Bertini,0,1,0
Italy,Romeo Sacchetti,0,1,0
Italy,Rosaria Aiello,0,1,0
Italy,Salvatore Antibo,0,1,0
Italy,Salvatore Oppes,0,1,0
Italy,Salvatore Rossini,0,1,0
Italy,Salvatore Todisco,0,1,0
Italy,Sandro Lopopolo,0,1,0
Italy,Sante Ceccherini,0,1,0
Italy,Sante Marsili,0,1,0
Italy,Santo Condorelli,0,1,0
Italy,Sergio Caprari,0,1,0
Italy,Sergio Zardini,0,1,0
Italy,Severino Andreoli,0,1,0
Italy,Severino Rigoni,0,1,0
Italy,Silvia Berra,0,1,0
Italy,Silvio Baracchini,0,1,0
Italy,Simone Buti,0,1,0
Italy,Simone Giannelli,0,1,0
Italy,Simone Venier,0,1,0
Italy,Spartaco Bandinelli,0,1,0
Italy,Stefano Simoncelli,0,1,0
Italy,Teresa Frassinetti,0,1,0
Italy,Thomas Prugger,0,1,0
Italy,Tommaso Montano,0,1,0
Italy,Tullio Camillotti,0,1,0
Italy,Tullio Gonnelli,0,1,0
Italy,Ulrico Girardi,0,1,0
Italy,Umberto Panerai,0,1,0
Italy,Valentina Turisini,0,1,0
Italy,Valerio Vermiglio,0,1,0
Italy,Valter Molea,0,1,0
Italy,Vanessa Ferrari,0,1,0
Italy,Ventzislav Simeonov,0,1,0
Italy,Vigor Bovolenta,0,1,0
Italy,Vincenzo Zucconelli,0,1,0
Italy,Virginia Giorgi,0,1,0
Italy,Vittorio Cioni,0,1,0
Italy,Dominik Windisch,3,0,0
Italy,Dorothea Wierer,3,0,0
Italy,Alessandro Alvisi,2,0,0
Italy,Alfio Peraboni,2,0,0
Italy,Antonella Ragno,2,0,0
Italy,Bice Vanzetta,2,0,0
Italy,Cesare Pinarello,2,0,0
Italy,Elisa Longo Borghini,2,0,0
Italy,Ercole Gallegati,2,0,0
Italy,Gabriele Detti,2,0,0
Italy,Giancarlo Ferrari,2,0,0
Italy,Giorgio Gorla,2,0,0
Italy,Giuseppe Vicino,2,0,0
Italy,Johann Passler,2,0,0
Italy,Lukas Hofer,2,0,0
Italy,Marco Di Costanzo,2,0,0
Italy,Margherita Granbassi,2,0,0
Italy,Matteo Castaldo,2,0,0
Italy,Matteo Lodo,2,0,0
Italy,Nicolò Martinenghi,2,0,0
Italy,Sergio Siorpaes,2,0,0
Italy,Stefano Battistelli,2,0,0
Italy,Stefano Carozzo,2,0,0
Italy,Ylenia Scapin,2,0,0
Italy,Abramo Albini,1,0,0
Italy,Adelmo Bulgarelli,1,0,0
Italy,Adolfo Baloncieri,1,0,0
Italy,Agnese Duranti,1,0,0
Italy,Alberto Angelini,1,0,0
Italy,Alberto Ghibellini,1,0,0
Italy,Alberto Gilardino,1,0,0
Italy,Alberto Lombardi,1,0,0
Italy,Alberto Pigaiani,1,0,0
Italy,Alberto Ruggia,1,0,0
Italy,Alessandro Calcaterra,1,0,0
Italy,Alessandro Ciceri,1,0,0
Italy,Alessandro Corona,1,0,0
Italy,Alessandro D'Ottavio,1,0,0
Italy,Alessandro Lambruschini,1,0,0
Italy,Alessandro Nora,1,0,0
Italy,Alessandro Pittin,1,0,0
Italy,Alessandro Velotto,1,0,0
Italy,Alessia Maurelli,1,0,0
Italy,Alfredo Pitto,1,0,0
Italy,Alice Volpi,1,0,0
Italy,Alphonso Nordio,1,0,0
Italy,Andrea Bari,1,0,0
Italy,Andrea Barzagli,1,0,0
Italy,Andrea Facchin,1,0,0
Italy,Andrea Fondelli,1,0,0
Italy,Andrea Gasbarroni,1,0,0
Italy,Andrea Giovi,1,0,0
Italy,Andrea Lucchetta,1,0,0
Italy,Andrea Parenti,1,0,0
Italy,Andrea Pirlo,1,0,0
Italy,Andreas Zingerle,1,0,0
Italy,Andreea Stefanescu,1,0,0
Italy,Angelica Savrayuk,1,0,0
Italy,Angelo Buoni,1,0,0
Italy,Angelo Musone,1,0,0
Italy,Angelo Palombo,1,0,0
Italy,Angelo Sartini,1,0,0
Italy,Angelo Schiavio,1,0,0
Italy,Angelo Vicardi,1,0,0
Italy,Annika Sieff,1,0,0
Italy,Anselmo Silvino,1,0,0
Italy,Antonella Confortola,1,0,0
Italy,Antonino Pizzolato,1,0,0
Italy,Antonio Cattalinich,1,0,0
Italy,Antonio Ciciliano,1,0,0
Italy,Antonio Cosentino,1,0,0
Italy,Antonio Garzoni Provenzani,1,0,0
Italy,Antonio Ghiardello,1,0,0
Italy,Antonio Janni,1,0,0
Italy,Antonio Maspes,1,0,0
Italy,Antonio Mautrere,1,0,0
Italy,Antonio Oppes,1,0,0
Italy,Antonio Scaduto,1,0,0
Italy,Antonio Siddi,1,0,0
Italy,Arianna Follis,1,0,0
Italy,Augusto Graffigna,1,0,0
Italy,Azelio Innocenti,1,0,0
Italy,Barbara Fusar Poli,1,0,0
Italy,Benito Rigoni,1,0,0
Italy,Bruna Colombetti-Peroncini,1,0,0
Italy,Bruno Boni,1,0,0
Italy,Bruno Dreossi,1,0,0
Italy,Bruno Mascarenhas,1,0,0
Italy,Bruno Pellizzari,1,0,0
Italy,Bruno Rosetti,1,0,0
Italy,Bruno Rossetti,1,0,0
Italy,Bruno Sorich,1,0,0
Italy,Bruno Visintin,1,0,0
Italy,Camillo Gargano,1,0,0
Italy,Carlo Asinari Di San Marzano,1,0,0
Italy,Carlo Cavagnoli,1,0,0
Italy,Carlo Monti,1,0,0
Italy,Carlo Peretti,1,0,0
Italy,Carlo Toniatti,1,0,0
Italy,Carolina Kostner,1,0,0
Italy,Catello Amarante,1,0,0
Italy,Cesare Bovo,1,0,0
Italy,Cesare Rossi,1,0,0
Italy,Cino Civinini,1,0,0
Italy,Cipriano Chemello,1,0,0
Italy,Claudia Pasini,1,0,0
Italy,Cosimo Ferro,1,0,0
Italy,Cristian Savani,1,0,0
Italy,Daniela Mogurean,1,0,0
Italy,Daniele Bonera,1,0,0
Italy,Daniele Crosta,1,0,0
Italy,Daniele De Rossi,1,0,0
Italy,Dante Boninfante,1,0,0
Italy,Dario Dentale,1,0,0
Italy,Davide Ghiotto,1,0,0
Italy,Davide Rummolo,1,0,0
Italy,Delfo Bellini,1,0,0
Italy,Diego Confalonieri,1,0,0
Italy,Diego Romero,1,0,0
Italy,Domenico Matteucci,1,0,0
Italy,Domenico Montrone,1,0,0
Italy,Dominik Fischnaller,1,0,0
Italy,Dragan Travica,1,0,0
Italy,E. Rossi,1,0,0
Italy,Eddy Ottoz,1,0,0
Italy,Edgardo Toetti,1,0,0
Italy,Edoardo Garzena,1,0,0
Italy,Edoardo Saracco,1,0,0
Italy,Elena Viviani,1,0,0
Italy,Elia Barp,1,0,0
Italy,Elisa Rigaudo,1,0,0
Italy,Elvio Banchero,1,0,0
Italy,Emanuele Merisi,1,0,0
Italy,"Emanuele, Conte Di Pralormo",1,0,0
Italy,Emiliano Brembilla,1,0,0
Italy,Emiliano Moretti,1,0,0
Italy,Enrico Perucconi,1,0,0
Italy,Enrico Rivolta,1,0,0
Italy,Enzo Polito,1,0,0
Italy,Erica Cipressa,1,0,0
Italy,Ermanno Pignatti,1,0,0
Italy,Ernesto Ambrosini,1,0,0
Italy,Ezio Germignani,1,0,0
Italy,F. Mennella,1,0,0
Italy,F. Pieraccini,1,0,0
Italy,Fabian Malleier,1,0,0
Italy,Fabio Albarelli,1,0,0
Italy,Fabio Bencivenga,1,0,0
Italy,Fabio Vullo,1,0,0
Italy,Fabrizio Donato,1,0,0
Italy,Federica Isola,1,0,0
Italy,Federico Cappellazzo,1,0,0
Italy,Federico Cesarano,1,0,0
Italy,Felice Fanetti,1,0,0
Italy,Felice Mariani,1,0,0
Italy,Filiberto Innocenti,1,0,0
Italy,Filippo Magnini,1,0,0
Italy,Filippo Soffici,1,0,0
Italy,Francesco Cattalinich,1,0,0
Italy,Francesco Cossu,1,0,0
Italy,Francesco Dall'Olio,1,0,0
Italy,Francesco Di Fulvio,1,0,0
Italy,Francesco Postiglione,1,0,0
Italy,Franco Bertoli,1,0,0
Italy,Franco Cavallo,1,0,0
